cell,kind,name,metric,stratum,n,median,mean,p25,p75
cont_inpaint_s0,generator,sd-1.5-dreamshaper,pred_pos_frac,all,176,0.45024,0.4483094147727273,0.32104725,0.5742174999999999
cont_inpaint_s0,generator,sd-1.5-dreamshaper,auroc,all,5176,0.9952988636363637,0.9952988636363637,nan,nan
cont_inpaint_s0,generator,sd-1.5-epicdream,pred_pos_frac,all,185,0.418303,0.4204303135135135,0.273863,0.550891
cont_inpaint_s0,generator,sd-1.5-epicdream,auroc,all,5185,0.9595102702702702,0.9595102702702702,nan,nan
cont_inpaint_s0,generator,sd-2.1,pred_pos_frac,all,189,0.497579,0.49451259788359786,0.357422,0.622397
cont_inpaint_s0,generator,sd-2.1,auroc,all,5189,0.9987820105820105,0.9987820105820105,nan,nan
cont_inpaint_s0,generator,sd-3.5,pred_pos_frac,all,192,0.36983299999999997,0.38609778124999994,0.270165,0.49320825
cont_inpaint_s0,generator,sd-3.5,auroc,all,5192,0.91405625,0.91405625,nan,nan
cont_inpaint_s0,generator,sdxl,pred_pos_frac,all,185,0.458099,0.4747611891891893,0.332793,0.60332
cont_inpaint_s0,generator,sdxl,auroc,all,5185,0.9978345945945946,0.9978345945945946,nan,nan
cont_inpaint_s0,generator,sdxl-epic-realism,pred_pos_frac,all,185,0.40062,0.42604808648648645,0.274209,0.559751
cont_inpaint_s0,generator,sdxl-epic-realism,auroc,all,5185,0.9662167567567568,0.9662167567567568,nan,nan
cont_inpaint_s0,generator,sdxl-juggernaut,pred_pos_frac,all,185,0.429946,0.4529596648648649,0.32136,0.58147
cont_inpaint_s0,generator,sdxl-juggernaut,auroc,all,5185,0.9793383783783783,0.9793383783783783,nan,nan
cont_inpaint_s0,generator,sdxl-realvis-v5,pred_pos_frac,all,185,0.417287,0.40186018918918914,0.261585,0.518956
cont_inpaint_s0,generator,sdxl-realvis-v5,auroc,all,5185,0.9411540540540541,0.9411540540540541,nan,nan
cont_inpaint_s0,generator,sdxl-touchofrealism,pred_pos_frac,all,185,0.451687,0.45864674594594596,0.301101,0.596875
cont_inpaint_s0,generator,sdxl-touchofrealism,auroc,all,5185,0.9956383783783784,0.9956383783783784,nan,nan
cont_splice_s0,reals,real,pred_pos_frac,all,5000,0.389031,0.401083152,0.29336700000000004,0.5
cont_splice_s0,overall,all_generators,auroc,all,8932,0.49300976602238045,0.49300976602238045,nan,nan
cont_splice_s0,generator,chroma,pred_pos_frac,all,39,0.398115,0.4097111794871795,0.2654625,0.5580235
cont_splice_s0,generator,chroma,auroc,all,5039,0.5915589743589743,0.5915589743589743,nan,nan
cont_splice_s0,generator,dalle-3,pred_pos_frac,all,185,0.404747,0.4157894594594595,0.302475,0.5
cont_splice_s0,generator,dalle-3,auroc,all,5185,0.4652745945945946,0.4652745945945946,nan,nan
cont_splice_s0,generator,flux-1.1-pro,pred_pos_frac,all,185,0.392718,0.40085073513513514,0.289528,0.503813
cont_splice_s0,generator,flux-1.1-pro,auroc,all,5185,0.4774735135135135,0.4774735135135135,nan,nan
